Id,MainId,QuestionId,Correct,StartTime,EndTime,Time,Id,Site,Language,Gender,Age
482,52,6,1,19:38:13,19:38:20,7,52,qq,zh,0,26
483,52,2,0,-00:00:01,19:38:00,18,52,qq,zh,0,26
484,52,4,0,19:38:00,19:38:13,11,52,qq,zh,0,26
485,52,8,1,19:38:20,19:38:27,6,52,qq,zh,0,26
486,52,10,1,19:38:27,19:38:37,10,52,qq,zh,0,26
487,52,12,0,19:38:37,19:38:44,6,52,qq,zh,0,26
488,52,16,1,19:38:59,19:39:03,4,52,qq,zh,0,26
489,52,14,0,19:38:44,19:38:59,14,52,qq,zh,0,26
490,52,18,0,19:39:03,19:39:12,8,52,qq,zh,0,26
491,52,20,0,19:39:12,19:39:25,12,52,qq,zh,0,26
492,52,24,0,19:39:32,19:39:38,5,52,qq,zh,0,26
493,52,22,0,19:39:25,19:39:32,6,52,qq,zh,0,26
494,52,26,0,19:39:38,19:39:40,1,52,qq,zh,0,26
833,96,2,1,-00:00:01,22:00:19,10,96,qq,zh,0,26
834,96,4,1,22:00:19,22:00:29,9,96,qq,zh,0,26
835,96,6,1,22:00:29,22:00:38,9,96,qq,zh,0,26
836,96,8,1,22:00:38,22:00:43,4,96,qq,zh,0,26
837,96,10,1,22:00:43,22:00:59,15,96,qq,zh,0,26
838,96,12,1,22:00:59,22:01:54,54,96,qq,zh,0,26
839,96,14,1,22:01:54,22:02:22,27,96,qq,zh,0,26
840,96,16,1,22:02:22,22:03:26,61,96,qq,zh,0,26
841,96,18,0,22:03:26,22:04:41,72,96,qq,zh,0,26
842,96,20,1,22:04:41,22:05:07,25,96,qq,zh,0,26
843,96,22,1,22:05:07,22:05:17,10,96,qq,zh,0,26
844,96,24,1,22:05:17,22:05:24,6,96,qq,zh,0,26
845,96,26,1,22:05:24,22:05:49,24,96,qq,zh,0,26
976,146,4,0,07:08:48,07:09:12,22,146,qq,zh,1,20
977,146,6,0,07:09:12,07:09:24,11,146,qq,zh,1,20
978,146,2,0,-00:00:01,07:08:48,30,146,qq,zh,1,20
979,146,8,0,07:09:24,07:09:32,7,146,qq,zh,1,20
980,146,10,0,07:09:32,07:10:54,79,146,qq,zh,1,20
981,146,12,0,07:10:54,07:11:06,10,146,qq,zh,1,20
982,146,14,0,07:11:06,07:11:53,45,146,qq,zh,1,20
983,146,16,0,07:11:53,07:11:57,4,146,qq,zh,1,20
984,146,20,0,07:12:57,07:14:28,87,146,qq,zh,1,20
985,146,22,0,07:14:28,07:14:46,16,146,qq,zh,1,20
986,146,18,0,07:11:57,07:12:57,57,146,qq,zh,1,20
987,146,24,0,07:14:46,07:15:01,14,146,qq,zh,1,20
988,146,26,0,07:15:01,07:18:20,191,146,qq,zh,1,20
1015,150,2,1,-00:00:01,17:05:20,29,150,qq,zh,1,26
1016,150,4,1,17:05:20,17:05:32,10,150,qq,zh,1,26
1017,150,6,1,17:05:32,17:05:35,3,150,qq,zh,1,26
1018,150,8,1,17:05:35,17:05:42,6,150,qq,zh,1,26
1019,150,10,1,17:05:42,17:05:57,15,150,qq,zh,1,26
1020,150,12,1,17:05:57,17:06:12,15,150,qq,zh,1,26
1021,150,14,1,17:06:12,17:06:32,19,150,qq,zh,1,26
1022,150,16,1,17:06:32,17:06:42,9,150,qq,zh,1,26
1023,150,18,0,17:06:42,17:09:49,183,150,qq,zh,1,26
1024,150,20,1,17:09:49,17:10:27,37,150,qq,zh,1,26
